Library_name	RAS_id	Read_name	Length	Breadth_coverage	Mean_depth_coverage	CVPG	CV_per_genome
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s2227.ctg002272l||full	25594	0.7819020082831913	1.0476674220520434	0.812094	0.00147832
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s2330.ctg002377l||full	21377	1.0	1.3907002853534172	1.07799	0.00196235
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s2337.ctg002384l||full	19046	0.9477055549721727	1.4565263047359025	1.12902	0.00205524
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s2422.ctg002469l||full	31812	1.0	3.5867911479944676	2.78028	0.00506116
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s2578.ctg002627l||full	24140	1.0	4.098591549295775	3.177	0.00578333
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s2862.ctg002917l||full	16837	1.0	4.1257349884183645	3.19804	0.00582164
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s3166.ctg003232l||full	26572	0.8007300918259822	10.010537407797681	7.75961	0.0141254
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s317.ctg000323l||full	41046	0.9936412805145447	1.7699897675778395	1.372	0.00249755
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s3216.ctg003284l||full	26030	1.0	1.413292354975029	1.09551	0.00199423
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s3426.ctg003505l||full	46726	0.9679621623935283	28.324380430595387	21.9555	0.0399672
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s382.ctg000388l||full	94609	0.9645699669164667	13.725036730120813	10.6389	0.0193668
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s515.ctg000523l||full	21980	0.9998635122838945	1.065241128298453	0.825716	0.00150311
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s647.ctg000659c||full	35025	0.9048679514632405	3.910635260528194	3.03131	0.00551812
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s671.ctg000684l||full	25371	1.0	1.870915612313271	1.45023	0.00263996
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s730.ctg000745l||full	43551	0.9595876099285895	1.2141856673784759	0.941169	0.00171328
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s731.ctg000746l||full	10072	1.0	2.0725774424146146	1.60655	0.00292452
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s781.ctg000796l||full	16481	0.8690613433650871	0.9136581518111765	0.708217	0.00128922
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_E_run525_CCS_trimmed_deduplicated_s963.ctg000982l||full	30229	1.0	5.576300903106288	4.32244	0.00786846
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_Q_run525_CCS_trimmed_deduplicated_s1222.ctg001227l||full	25394	0.280263054264787	0.280263054264787	0.217244	0.000395466
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_Q_run525_CCS_trimmed_deduplicated_s2309.ctg002315l||full	19931	0.5121168029702473	0.5123676684561738	0.397159	0.000722979
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_Q_run525_CCS_trimmed_deduplicated_s2409.ctg002415l||full	11065	0.2901943063714415	0.2901943063714415	0.224943	0.00040948
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_Q_run525_CCS_trimmed_deduplicated_s2662.ctg002668l||full	17455	0.573875680320825	0.9417358922944715	0.729981	0.00132884
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_Q_run525_CCS_trimmed_deduplicated_s2727.ctg002733l||full	24447	0.5415797439358613	1.1626784472532417	0.901244	0.0016406
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_Q_run525_CCS_trimmed_deduplicated_s3048.ctg003054l||full	12668	0.23429112724976317	0.23429112724976317	0.181609	0.000330597
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_Q_run525_CCS_trimmed_deduplicated_s4101.ctg004107l||full	10432	0.17340874233128833	0.17340874233128833	0.134417	0.000244689
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_Q_run525_CCS_trimmed_deduplicated_s648.ctg000653l||full	12595	0.10456530369194125	0.10456530369194125	0.0810532	0.000147547
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	4752_Q_run525_CCS_trimmed_deduplicated_s704.ctg000709l||full	37140	0.2679859989229941	0.29542272482498655	0.228995	0.000416857
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s1244.ctg001330l||full	97219	0.2748639669200465	0.3522253880414322	0.273026	0.000497009
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s127.ctg000147l||full	35732	0.09529273480353745	0.16433449009291393	0.127383	0.000231885
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s1420.ctg001519c||full	30879	0.5692865701609509	0.910683636128113	0.705911	0.00128502
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s1423.ctg001522l||full	38905	0.4952319753245084	1.0111553784860559	0.783792	0.0014268
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s1446.ctg001547l||full	22638	0.3231734252142415	0.3231734252142415	0.250506	0.000456015
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s1495.ctg001602l||full	32785	0.23788317828275127	0.23788317828275127	0.184394	0.000335666
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s1498.ctg001605l||full	21424	0.01988424197162061	0.01988424197162061	0.0154132	2.80577e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s1559.ctg001673l||full	63464	0.35905395184671623	0.6062492121517711	0.469931	0.00085545
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s1623.ctg001740l||full	18039	0.5239758301457952	0.7553633793447531	0.585516	0.00106586
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s1715.ctg001835c||full	81501	0.13340940601955803	0.13340940601955803	0.103412	0.000188248
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s1716.ctg001836l||full	31734	0.13751811936724018	0.13751811936724018	0.106596	0.000194046
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s1866.ctg001995l||full	27354	0.5789646852379908	1.514074723989179	1.17363	0.00213644
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s1888.ctg002017l||full	35168	0.30007393084622386	0.733365559599636	0.568464	0.00103482
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s2115.ctg002248l||full	31866	0.4123517228393899	0.44200715496140086	0.342619	0.000623696
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s2116.ctg002249l||full	25813	0.5971409754774726	2.3017859218223378	1.78422	0.00324794
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s2134.ctg002267l||full	33662	0.31343948666151744	0.31343948666151744	0.242961	0.00044228
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s23.ctg000028l||full	65829	0.1402117607741269	0.19936502149508575	0.154537	0.000281315
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s2597.ctg002746l||full	29104	0.07054013194062672	0.07054013194062672	0.0546788	9.95359e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s2741.ctg002896l||full_1	24954	0.5828324116374128	0.7569527931393765	0.586748	0.0010681
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s3014.ctg003181l||full	21783	0.042785658541064135	0.042785658541064135	0.0331651	6.03729e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s407.ctg000455l||full	47239	0.4044539469506128	0.5747369758038908	0.445504	0.000810985
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s627.ctg000687l||full	28433	0.16227622832624064	0.16227622832624064	0.125788	0.000228981
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_A_run562_hifi_trimmed_deduplicated_s730.ctg000792l||full	10150	0.4670935960591133	0.7542857142857143	0.58468	0.00106434
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s1035.ctg001046l||full_1	33888	0.19475920679886685	0.6687027856468366	0.518341	0.000943576
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s1457.ctg001477l||full	31616	0.19853871457489877	0.40147393724696356	0.3112	0.000566501
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s1531.ctg001553l||full	62207	0.4775025318694038	1.0772260356551513	0.835006	0.00152002
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s1858.ctg001881l||full	22113	0.37082259304481524	0.6263284041061818	0.485495	0.000883783
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s1907.ctg001932l||full	64823	0.9058050383351588	2.326535334680592	1.8034	0.00328287
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s1942.ctg001970l||full	21237	0.034421057588171586	0.034421057588171586	0.0266813	4.857e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s1969.ctg001998l||full	18375	0.1641360544217687	0.1641360544217687	0.127229	0.000231605
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s2042.ctg002072l||full	17052	0.5925991086089608	0.6611541168191415	0.51249	0.000932924
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s2079.ctg002109l||full	32172	0.02514608976749969	0.02514608976749969	0.0194919	3.54825e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s2111.ctg002141l||full	23902	0.4164923437369258	0.4741025855576939	0.367498	0.000668984
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s2388.ctg002420l||full	16519	0.3756886010049034	0.3756886010049034	0.291213	0.000530117
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s2593.ctg002627l||full	31662	0.4054386962289179	0.8678226264923252	0.672688	0.00122454
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s290.ctg000294l||full_1	22984	0.49952140619561436	0.7077097111033762	0.548577	0.000998617
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s2914.ctg002956l||full_1	12127	0.7741403479838377	1.3443555702152223	1.04207	0.00189696
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s3038.ctg003084l||full	36850	0.7644504748982361	1.9972320217096335	1.54814	0.0028182
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s3129.ctg003175c||full	33177	0.05304879886668475	0.05304879886668475	0.0411205	7.48547e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s3154.ctg003200l||full	19882	0.48536364550850014	0.8879891359018207	0.68832	0.001253
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s3274.ctg003323l||full	16512	0.8991036821705426	1.0988372093023255	0.851758	0.00155052
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s3352.ctg003402l||full	21403	0.5170303228519366	0.5379619679484184	0.416998	0.000759093
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s3512.ctg003564l||full	13072	0.6419828641370869	0.8194614443084456	0.635201	0.0011563
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s3553.ctg003605l||full	22722	0.36902561394243466	0.4437989613590353	0.344008	0.000626224
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s384.ctg000389c||full	42831	0.5483878499217856	0.7781046438327379	0.603144	0.00109795
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s464.ctg000469l||full	28321	0.17481727340136294	0.17481727340136294	0.135509	0.000246677
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s642.ctg000647c||full	56853	0.043920285648954324	0.043920285648954324	0.0340446	6.19739e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s665.ctg000671l||full	22308	0.40541509772279005	1.1846871077640309	0.918304	0.00167166
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s681.ctg000687l||full	29725	0.2111354079058032	0.2111354079058032	0.16366	0.000297924
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s734.ctg000740l||full_1	43922	0.9938299713127817	7.151586904057193	5.54351	0.0100913
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s753.ctg000760l||full	42993	0.09575977484706813	0.09575977484706813	0.0742277	0.000135122
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s765.ctg000772l||full	23814	0.40165448895607625	0.40165448895607625	0.31134	0.000566756
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s798.ctg000805l||full	29962	0.023362926373406315	0.023362926373406315	0.0181096	3.29664e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_B_run562_hifi_trimmed_deduplicated_s860.ctg000869c||full	34900	0.8636103151862464	2.628424068767908	2.03741	0.00370885
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s1075.ctg001077l||full	10806	0.29761243753470296	0.29761243753470296	0.230693	0.000419947
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s1118.ctg001120l||full	16608	0.4057080924855491	0.4057080924855491	0.314482	0.000572476
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s1167.ctg001169l||full	17224	0.3478866697631212	0.3478866697631212	0.269662	0.000490887
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s1260.ctg001262l||full	65522	0.12453832300601325	0.19575104545038308	0.151735	0.000276215
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s1603.ctg001605l||full	40804	0.241642976178806	0.2823497696304284	0.218862	0.000398411
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s1778.ctg001780l||full	13040	0.907898773006135	1.4378067484662578	1.11451	0.00202882
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s178.ctg000179l||full	20229	0.49587226259330663	0.49587226259330663	0.384373	0.000699703
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s182.ctg000183l||full	10511	0.4163257539720293	0.4163257539720293	0.322713	0.000587458
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s1871.ctg001873l||full	27299	0.2160518700318693	0.2929411333748489	0.227072	0.000413356
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s2497.ctg002502l||full	30527	0.19340256166672126	0.30042257673534906	0.232871	0.000423913
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s252.ctg000253l||full	29945	0.23800300551010187	0.28231758223409587	0.218837	0.000398365
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s2561.ctg002566l||full	46141	0.05099586051450987	0.05099586051450987	0.0395292	7.19579e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s2684.ctg002689l||full	42411	0.14036452807054772	0.14036452807054772	0.108803	0.000198062
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s2752.ctg002757l||full	55452	0.22965808266608959	0.3721056048474356	0.288436	0.000525061
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s3009.ctg003015l||full	38333	0.3257767458847468	0.3257767458847468	0.252524	0.000459689
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s3015.ctg003021l||full	16771	0.04990757855822551	0.04990757855822551	0.0386856	7.04223e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s3404.ctg003410l||full	22670	0.04168504631671813	0.04168504631671813	0.0323119	5.88199e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s3442.ctg003448l||full	37355	0.4144291259536876	4.32464194886896	3.35222	0.0061023
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s3631.ctg003637l||full	17045	0.7582868876503374	2.2282194191845117	1.72719	0.00314414
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s3642.ctg003648l||full	20942	0.3034094164836214	0.332107726100659	0.257431	0.000468622
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s3650.ctg003656c||full	41711	0.1957517201697394	0.1957517201697394	0.151736	0.000276216
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s3805.ctg003811l||full	18523	0.48296712195648656	0.48296712195648656	0.374369	0.000681493
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s3826.ctg003832c||full	29202	0.14981850558180945	0.14981850558180945	0.116131	0.000211402
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s3956.ctg003962l||full	13610	0.13960323291697282	0.13960323291697282	0.108213	0.000196988
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s439.ctg000441l||full	30039	0.7286194613668897	1.2939844868337826	1.00302	0.00182588
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s4400.ctg004406l||full	30384	0.07332806740389679	0.07332806740389679	0.0568398	0.00010347
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s4549.ctg004556l||full	20847	0.01261572408500024	0.01261572408500024	0.00977901	1.78015e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s491.ctg000493l||full	33500	0.20486567164179104	0.20486567164179104	0.158801	0.000289077
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s620.ctg000622l||full	19123	0.8803535010197144	2.7834544788997544	2.15758	0.00392761
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s737.ctg000739l||full	60057	0.27420617080440246	0.3627387315383719	0.281175	0.000511844
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s782.ctg000784l||full	33168	0.7180414857694163	1.0788109020742884	0.836234	0.00152226
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s798.ctg000800l||full	48745	0.28540363114165557	0.5502307929018361	0.426508	0.000776405
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_C_run562_hifi_trimmed_deduplicated_s842.ctg000844l||full	17023	0.6156964107384127	0.7908711742936028	0.613039	0.00111596
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s106.ctg000107l||full	49550	0.3539858728557013	0.37600403632694246	0.291457	0.000530562
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s1385.ctg001389l||full	26644	0.20848971625881998	0.20848971625881998	0.16161	0.00029419
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s1616.ctg001620l||full	26806	0.38715213012012234	0.38715213012012234	0.300099	0.000546293
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s1853.ctg001857l||full	22421	0.17140181080237277	0.17140181080237277	0.132861	0.000241857
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s187.ctg000188l||full	59290	0.6272389947714623	0.9537358745150953	0.739283	0.00134577
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s2253.ctg002258l||full	30698	0.011336243403479053	0.011336243403479053	0.00878723	1.59961e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s2279.ctg002284l||full	26885	0.19252371210712294	0.19252371210712294	0.149234	0.000271661
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s2294.ctg002299l||full	18761	0.028783113906508184	0.028783113906508184	0.0223111	4.06145e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s2401.ctg002406l||full	36146	0.21833674542134676	0.21833674542134676	0.169243	0.000308085
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s2512.ctg002517l||full	41720	0.056112176414189835	0.056112176414189835	0.043495	7.91773e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s2787.ctg002792l||full	14151	0.274185569924387	0.33213200480531413	0.25745	0.000468656
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s2802.ctg002807l||full	22951	0.30617402291839135	0.4813733606378807	0.373134	0.000679244
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s2861.ctg002866l||full	20039	0.3357951993612456	0.5036678476969909	0.390415	0.000710703
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s3053.ctg003058l||full	18598	0.643617593289601	1.0148940746316808	0.78669	0.00143207
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s3078.ctg003083l||full	28600	0.03405594405594405	0.03405594405594405	0.0263983	4.80548e-05
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s31.ctg000032l||full	28777	0.1610661292004031	0.1610661292004031	0.12485	0.000227273
4752_E_run525_CCS_trimmed_deduplicated	RAS_EGC_09_1617_1	5068_D_run562_hifi_trimmed_deduplicated_s3124.ctg003129l||full	18689	0.4723099149232169	0.4723099149232169	0.366108	0.000666455
