seq_name	taxonomy
5068_H_run562_hifi_trimmed_deduplicated_s2080.ctg002081l||full	Caudoviricetes
5068_H_run562_hifi_trimmed_deduplicated_s2095.ctg002096l||full	Caudoviricetes
5068_H_run562_hifi_trimmed_deduplicated_s2148.ctg002149l||full	Caudoviricetes
5068_H_run562_hifi_trimmed_deduplicated_s2553.ctg002554l||full	Caudoviricetes
5068_H_run562_hifi_trimmed_deduplicated_s2631.ctg002632l||full	Caudoviricetes
5068_H_run562_hifi_trimmed_deduplicated_s2708.ctg002709l||full	Caudoviricetes
5068_H_run562_hifi_trimmed_deduplicated_s2718.ctg002719l||full	Caudoviricetes
5068_H_run562_hifi_trimmed_deduplicated_s2750.ctg002751l||full	Caudoviricetes
5068_J_run562_hifi_trimmed_deduplicated_s394.ctg000407l||full	Caudoviricetes
5068_J_run562_hifi_trimmed_deduplicated_s2486.ctg002562l||full	Caudoviricetes
5068_J_run562_hifi_trimmed_deduplicated_s199.ctg000204c||full	Caudoviricetes
5068_J_run562_hifi_trimmed_deduplicated_s1680.ctg001735l||full	Caudoviricetes
5068_J_run562_hifi_trimmed_deduplicated_s1826.ctg001886l||full	Caudoviricetes
5068_J_run562_hifi_trimmed_deduplicated_s2324.ctg002395l||full	Caudoviricetes
5068_J_run562_hifi_trimmed_deduplicated_s2921.ctg003013l||full	Caudoviricetes
5068_J_run562_hifi_trimmed_deduplicated_s3462.ctg003577l||full	Caudoviricetes
5068_J_run562_hifi_trimmed_deduplicated_s3556.ctg003675l||full	Caudoviricetes
5068_J_run562_hifi_trimmed_deduplicated_s3586.ctg003707l||full	Caudoviricetes
5068_J_run562_hifi_trimmed_deduplicated_s3756.ctg003888l||full	Caudoviricetes
5068_K_run562_hifi_trimmed_deduplicated_s692.ctg000722l||full	Caudoviricetes
5068_K_run562_hifi_trimmed_deduplicated_s1261.ctg001309l||full	Caudoviricetes
5068_K_run562_hifi_trimmed_deduplicated_s2595.ctg002683l||full	Caudoviricetes
5068_K_run562_hifi_trimmed_deduplicated_s2627.ctg002715l||full	Caudoviricetes
5068_K_run562_hifi_trimmed_deduplicated_s3457.ctg003566l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s965.ctg001002l||full_1	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3427.ctg003557l||full_1	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3532.ctg003671l||full_1	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3860.ctg004019l||full_1	Maveriviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1046.ctg001083l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s73.ctg000077c||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s152.ctg000162l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s190.ctg000200l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s288.ctg000301c||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	Other
5068_L_run562_hifi_trimmed_deduplicated_s329.ctg000345l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s389.ctg000407l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s395.ctg000413c||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s444.ctg000465l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s470.ctg000493l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s654.ctg000683l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s664.ctg000797l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s790.ctg000822l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s793.ctg000825l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s861.ctg000895l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s952.ctg000989l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1000.ctg001037l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1001.ctg001038l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1026.ctg001063l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1034.ctg001071c||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1042.ctg001079l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s243.ctg001094l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1087.ctg001128l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1092.ctg001133l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1114.ctg001155l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s243.ctg001380l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1335.ctg001383l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1341.ctg001389l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s243.ctg001415l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1386.ctg001435l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1465.ctg001516l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1488.ctg001540l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1489.ctg001541l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1940.ctg002005l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s1988.ctg002055l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2112.ctg002188l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2115.ctg002191l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2283.ctg002363l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2337.ctg002418l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2366.ctg002449l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2376.ctg002459c||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2523.ctg002613l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2527.ctg002617c||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2584.ctg002676l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2606.ctg002701l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2652.ctg002748l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2699.ctg002795l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2708.ctg002804l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2713.ctg002809l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2720.ctg002816l||full	Megaviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2855.ctg002962l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s2911.ctg003021l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3023.ctg003137l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3072.ctg003191l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3151.ctg003271l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3391.ctg003521l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3395.ctg003525l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3495.ctg003634l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3579.ctg003722l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3684.ctg003836l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3780.ctg003936l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3790.ctg003946l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3864.ctg004023l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s3881.ctg004041l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s243.ctg004185l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s4025.ctg004197l||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s4103.ctg004285c||full	Caudoviricetes
5068_L_run562_hifi_trimmed_deduplicated_s243.ctg004312l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s187.ctg000188l||full_1	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s321.ctg000322l||full_1	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s569.ctg000570l||full_1	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1163.ctg001164l||full_1	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1503.ctg001504l||full_1	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1079.ctg001080l||0_partial_1	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s0.ctg000001c||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s60.ctg000061l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s82.ctg000083l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s87.ctg000088l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s99.ctg000100l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s100.ctg000101l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s101.ctg000102l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s127.ctg000128l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s131.ctg000132l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s174.ctg000175l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s177.ctg000178l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s190.ctg000191l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s191.ctg000192l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s218.ctg000219l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s248.ctg000249l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s368.ctg000369l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s369.ctg000370l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s381.ctg000382l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s438.ctg000439l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s508.ctg000509l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s520.ctg000521l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s667.ctg000668l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s732.ctg000733l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s758.ctg000759l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s765.ctg000766l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s852.ctg000853l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s925.ctg000926l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s936.ctg000937l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s943.ctg000944l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s961.ctg000962l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s998.ctg000999l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1030.ctg001031l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1031.ctg001032l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1045.ctg001046l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1083.ctg001084l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1088.ctg001089l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1097.ctg001098l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1115.ctg001116l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1140.ctg001141l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1144.ctg001145l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1223.ctg001224l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1224.ctg001225l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1258.ctg001259l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1288.ctg001289l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1348.ctg001349l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1355.ctg001356l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1358.ctg001359l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1361.ctg001362l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1441.ctg001442l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1458.ctg001459l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1502.ctg001503l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1519.ctg001520l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1532.ctg001533l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1534.ctg001535l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1579.ctg001580c||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1595.ctg001596l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1607.ctg001608l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1627.ctg001628l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1649.ctg001650l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1688.ctg001689l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1727.ctg001728l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1759.ctg001760l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1771.ctg001772l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1859.ctg001860l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1863.ctg001864l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s1933.ctg001934l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2067.ctg002068l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2075.ctg002076l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2230.ctg002231l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2266.ctg002267l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2272.ctg002273l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2284.ctg002285l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2312.ctg002313l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2497.ctg002498l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2590.ctg002591l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2616.ctg002617l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2625.ctg002626l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2626.ctg002627c||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2682.ctg002683l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2688.ctg002689l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2699.ctg002700l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2704.ctg002705l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2709.ctg002710l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2741.ctg002742l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2825.ctg002826l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2828.ctg002829l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2861.ctg002862l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2871.ctg002872l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2872.ctg002873l||full	Megaviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2875.ctg002876l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2895.ctg002896l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2936.ctg002937l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2971.ctg002972l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s2993.ctg002994l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s3008.ctg003009l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s3022.ctg003023l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s3030.ctg003031l||full	Caudoviricetes
5068_M_run562_hifi_trimmed_deduplicated_s3198.ctg003199l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s38.ctg000042l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s111.ctg000118l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s264.ctg000277l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s278.ctg000291l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s620.ctg000645l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s677.ctg000705l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s755.ctg000785l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1371.ctg001419l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1690.ctg001746l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1785.ctg001844l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1816.ctg001875l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1979.ctg002042l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s2163.ctg002236l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s2183.ctg002257l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s2457.ctg002537l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s2620.ctg002707l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s3223.ctg003328l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s3940.ctg004074l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s4105.ctg004246l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s4666.ctg004836l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s4755.ctg004929l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s4932.ctg005120l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s5550.ctg005772l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s5656.ctg005884l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s5753.ctg005992l||full_1	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s3902.ctg004035c||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s10.ctg000011l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s72.ctg000078l||full	Megaviricetes
5068_N_run562_hifi_trimmed_deduplicated_s88.ctg000094l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s103.ctg000109c||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s107.ctg000113l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s142.ctg000152c||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s152.ctg000163l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s189.ctg000202l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s210.ctg000223l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s211.ctg000224l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s216.ctg000229l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s243.ctg000256l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s248.ctg000261l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s266.ctg000279l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s291.ctg000305l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s297.ctg000312l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s319.ctg000334l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s383.ctg000400l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s405.ctg000423l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s418.ctg000436l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s432.ctg000452l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s437.ctg000457l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s441.ctg000461l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s542.ctg000565l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s585.ctg000609l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s586.ctg000610c||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s617.ctg000642c||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s632.ctg000659l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s656.ctg000684l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s662.ctg000690c||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s671.ctg000699l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s685.ctg000714l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s712.ctg000741l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s769.ctg000799l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s788.ctg000818l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s794.ctg000824l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s879.ctg000911c||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s885.ctg000917l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s892.ctg000924l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s911.ctg000943l||full	Megaviricetes
5068_N_run562_hifi_trimmed_deduplicated_s923.ctg000956l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s932.ctg000965l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s937.ctg000970l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s982.ctg001018l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1015.ctg001052l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1123.ctg001163l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1144.ctg001184l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1169.ctg001210l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1179.ctg001221l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1198.ctg001241l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1219.ctg001263l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1243.ctg001287l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1292.ctg001338c||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1340.ctg001387c||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1359.ctg001407l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1361.ctg001409l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1414.ctg001464l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1416.ctg001466l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1420.ctg001470l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1440.ctg001492l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1450.ctg001502l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1480.ctg001532l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1505.ctg001559l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1533.ctg001587l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1540.ctg001594l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1546.ctg001600l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1569.ctg001623l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1580.ctg001635l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1586.ctg001641l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1593.ctg001648c||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1603.ctg001658l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1628.ctg001683l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1635.ctg001690l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1643.ctg001698c||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1681.ctg001737l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1743.ctg001800l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1839.ctg001898l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1841.ctg001900l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1857.ctg001916l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1874.ctg001933l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1907.ctg001967l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1925.ctg001985l||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1935.ctg001998c||full	Caudoviricetes
5068_N_run562_hifi_trimmed_deduplicated_s1940.ctg002003l||full	Caudoviricetes
